$WEATHER,DATA,:,Point,"Coupee,",LA,,
1985296,6.1,27.2,20.6,2.8,,,
1985297,9.7,28.9,19.4,28.4,,,
1985298,12.1,27.8,20,0,,,
1985299,3.3,27.8,20,0,,,
1985300,1.4,22.8,17.2,24.4,,,
1985301,8.2,23.9,15,112.5,,,
1985302,1.4,23.9,15,22.9,,,
1985303,1.5,23.9,16.7,8.9,,,
1985304,1.9,23.9,14.4,6.9,,,
1985305,16.2,15.6,13.3,4.6,,,
1985306,2.7,22.8,13.9,7.4,,,
1985307,12.2,16.1,10.6,12.7,,,
1985308,15.7,18.3,5.6,0,,,
1985309,15.7,19.4,3.9,0,,,
1985310,15.1,21.1,5,0,,,
1985311,13.4,23.9,7.2,0,,,
1985312,15.7,23.3,6.7,0,,,
1985313,10.2,21.1,8.3,0,,,
1985314,13.1,25.6,15,0,,,
1985315,5.3,28.9,16.7,0,,,
1985316,11,23.9,17.8,0,,,
1985317,11.8,26.1,18.9,0,,,
1985318,9.4,27.2,18.9,0,,,
1985319,8.8,26.7,19.4,0,,,
1985320,6,27.8,19.4,0,,,
1985321,10.9,23.9,17.8,6.4,,,
1985322,10.5,27.8,20,0,,,
1985323,10,28.9,20,0,,,
1985324,12.6,27.2,13.9,0,,,
1985325,9.4,21.7,8.3,0,,,
1985326,9.4,16.1,8.9,0,,,
1985327,13.2,19.4,8.9,0,,,
1985328,5.1,23.9,9.4,0,,,
1985329,9.3,23.9,14.4,0,,,
1985330,8.8,27.8,16.1,0,,,
1985331,9.5,28.9,18.9,0,,,
1985332,3.5,28.3,17.2,18,,,
1985333,4.9,18.9,13.9,0.3,,,
1985334,6.3,18.9,15,0,,,
1985335,9.2,21.7,15.6,2.5,,,
1985336,10.3,21.7,1.1,12.2,,,
1985337,13,10.6,-0.6,0,,,
1985338,7.3,12.8,0,0,,,
1985339,11.7,17.8,6.1,0,,,
1985340,13.3,16.1,0.6,0,,,
1985341,11.8,17.8,3.3,0,,,
1985342,11.7,16.7,4.4,0,,,
1985343,11.1,22.8,7.8,0,,,
1985344,8,21.1,10,0,,,
1985345,9.8,24.4,16.1,0,,,
1985346,2.7,26.7,10.6,53.8,,,
1985347,1.9,11.1,5,19.8,,,
1985348,12.6,7.2,-1.7,1.3,,,
1985349,12.5,6.1,-3.3,0,,,
1985350,12.9,8.3,-4.4,0,,,
1985351,8.4,13.3,-4.4,0,,,
1985352,6.3,13.9,1.7,0,,,
1985353,13.2,12.8,-2.2,0,,,
1985354,13.4,10.6,-2.2,0,,,
1985355,13.5,12.2,-1.7,0,,,
1985356,13.3,12.8,-1.7,0,,,
1985357,13,18.9,0,0.5,,,
1985358,13.4,19.4,0.6,0,,,
1985359,12.2,16.7,-2.2,0,,,
1985360,13.1,2.8,-7.8,0,,,
1985361,2.7,9.4,-3.9,1.3,,,
1985362,6.5,13.3,8.3,22.9,,,
1985363,14.3,12.8,1.1,0,,,
1985364,12.6,18.3,1.1,0,,,
1985365,8.3,20,0.6,11.2,,,
1986001,9.9,23.3,3.9,0.5,,,
1986002,13.3,13.9,3.3,0.3,,,
1986003,13.4,20,3.9,0,,,
1986004,6.2,20,4.4,0.5,,,
1986005,13.8,17.2,2.2,1.3,,,
1986006,6.5,9.4,-3.3,0,,,
1986007,2.8,11.7,0,5.8,,,
1986008,6.7,10.6,1.7,6.4,,,
1986009,2.5,8.3,1.7,0.3,,,
1986010,3.6,6.7,3.3,7.4,,,
1986011,14.9,6.7,-1.1,1.3,,,
1986012,15.1,16.1,-2.2,0,,,
1986013,15.5,18.3,-1.1,0,,,
1986014,14.7,13.9,-2.8,0,,,
1986015,12,19.4,-1.1,0,,,
1986016,6.2,21.1,1.7,0,,,
1986017,5,18.3,11.7,0,,,
1986018,10.2,12.8,8.9,2.3,,,
1986019,15.4,20,8.3,0,,,
1986020,15.3,20,3.3,0,,,
1986021,12.9,23.9,2.8,0,,,
1986022,6.4,24.4,7.8,0,,,
1986023,15.7,18.3,1.7,0,,,
1986024,14.4,20.6,2.8,0,,,
1986025,4.5,18.3,7.2,0.5,,,
1986026,15.9,15.6,5,9.4,,,
1986027,16,12.8,-0.6,0,,,
1986028,14.7,5,-3.9,0,,,
1986029,10.4,16.1,0,0,,,
1986030,10.1,23.9,9.4,1.3,,,
1986031,11.9,18.3,6.7,0,,,
1986032,8.9,22.2,11.1,0,,,
1986033,11.7,24.4,12.2,0,,,
1986034,6.4,22.8,14.4,0,,,
1986035,3.5,23.9,16.1,0,,,
1986036,7.8,21.1,15,38.1,,,
1986037,17.1,22.2,12.2,8.1,,,
1986038,16.9,19.4,4.4,0,,,
1986039,15.7,20,5,0,,,
1986040,6.5,21.7,7.8,0,,,
1986041,2.9,14.4,6.7,1.3,,,
1986042,7.4,7.2,-2.2,17,,,
1986043,17,2.2,-4.4,0,,,
1986044,18.2,8.3,-2.8,0,,,
1986045,8,14.4,-1.1,0,,,
1986046,17.9,22.8,2.8,0.5,,,
1986047,11.4,17.2,3.3,0,,,
1986048,10.7,25,9.4,0,,,
1986049,11.3,24.4,17.8,0.3,,,
1986050,11,25,17.8,0,,,
1986051,17.9,25,13.3,0,,,
1986052,6.5,26.1,17.2,0,,,
1986053,9.1,22.2,8.9,0,,,
1986054,19.2,14.4,2.8,0,,,
1986055,19.8,18.3,4.4,0,,,
1986056,19.8,22.2,3.9,0,,,
1986057,19.6,21.7,5.6,0,,,
1986058,11.8,26.7,11.7,0,,,
1986059,13.9,22.8,6.1,0,,,
1986060,19.3,11.7,-4.4,0,,,
1986061,18.3,12.8,0.6,0,,,
1986062,13.7,22.2,5.6,0,,,
1986063,20.7,22.8,11.1,13.2,,,
1986064,20.8,19.4,4.4,0,,,
1986065,20.8,21.7,5.6,0,,,
1986066,20.3,21.1,2.2,0,,,
1986067,19.8,22.2,5,0,,,
1986068,17.8,23.3,8.9,0,,,
1986069,13.9,26.1,13.3,0,,,
1986070,10.5,28.3,17.2,0,,,
1986071,2.9,26.7,17.8,0,,,
1986072,7.8,21.1,11.7,44.7,,,
1986073,19.8,20,12.8,0,,,
1986074,17.7,23.9,10.6,0,,,
1986075,21.8,24.4,11.1,0,,,
1986076,21.4,26.1,10.6,0,,,
1986077,7.8,25.6,12.8,0,,,
1986078,8.3,26.7,9.4,29.2,,,
1986079,22.8,17.8,10,3,,,
1986080,23.1,15.6,2.2,0,,,
1986081,23.4,11.7,-1.1,0,,,
1986082,23.3,15.6,0,0,,,
1986083,23.3,20,1.1,0,,,
1986084,23.2,23.3,5,0,,,
1986085,17.9,22.8,11.1,0,,,
1986086,20.8,25,8.9,0,,,
1986087,23.3,27.8,12.2,0,,,
1986088,24.3,26.7,7.8,0,,,
1986089,23.2,26.7,7.8,0,,,
1986090,24.2,24.4,8.3,0,,,
1986091,23.1,26.7,9.4,0,,,
1986092,22.9,25.6,12.8,0,,,
1986093,17.7,26.7,13.9,0,,,
1986094,15.3,26.1,17.2,0,,,
1986095,14.9,27.8,20,0,,,
1986096,18.1,27.8,18.3,0,,,
1986097,22.2,30,16.7,0,,,
1986098,20.8,29.4,18.3,0,,,
1986099,22.8,29.4,15.6,0,,,
1986100,7.3,23.9,13.3,0,,,
1986101,19.5,23.3,5.6,0,,,
1986102,14.4,24.4,5,0,,,
1986103,22.7,23.9,14.4,30.5,,,
1986104,17,27.2,17.8,0,,,
1986105,24.7,27.2,13.9,0.3,,,
1986106,26.3,26.1,10.6,0,,,
1986107,26.8,22.8,9.4,0,,,
1986108,25.4,25,10.6,0,,,
1986109,7,27.2,14.4,0,,,
1986110,16.5,21.1,15.6,36.3,,,
1986111,27.5,24.4,12.8,0,,,
1986112,28.4,24.4,7.2,0,,,
1986113,27.6,22.2,7.2,0,,,
1986114,27.1,23.9,11.7,0,,,
1986115,21.3,26.1,10.6,0,,,
1986116,22.8,27.8,12.2,0,,,
1986117,18.1,28.9,11.7,0,,,
1986118,21.1,28.3,10.6,0,,,
1986119,26,28.3,17.2,0,,,
1986120,18.2,29.4,17.2,0,,,
1986121,17.6,28.3,17.8,0,,,
1986122,9.8,29.4,20,0,,,
1986123,24.9,26.1,13.9,0,,,
1986124,28.1,27.8,13.9,0,,,
1986125,22.4,28.3,12.8,0,,,
1986126,22.1,30,18.3,0,,,
1986127,24.3,32.2,18.9,0,,,
1986128,21,32.2,19.4,0,,,
1986129,19.4,30.6,19.4,0,,,
1986130,10.4,31.7,17.8,0,,,
1986131,21.6,28.9,20,11.7,,,
1986132,24.2,28.9,20.6,10.2,,,
1986133,25.7,31.7,20.6,0,,,
1986134,25.3,31.7,18.9,0,,,
1986135,13.6,31.7,21.1,0,,,
1986136,21.1,28.3,20,0,,,
1986137,14.3,31.1,22.8,0,,,
1986138,6.9,29.4,21.1,5.1,,,
1986139,22.2,24.4,18.9,19.8,,,
1986140,25.7,26.1,15,0,,,
1986141,29.1,26.7,12.2,0,,,
1986142,25.3,27.2,15,0,,,
1986143,22.6,30,17.2,0,,,
1986144,19.1,31.7,20,0,,,
1986145,13.8,32.2,20,19.8,,,
1986146,18.6,30,18.3,0,,,
1986147,14.3,27.8,21.1,10.2,,,
1986148,21.6,27.8,20.6,16.3,,,
1986149,24.4,30.6,20.6,2,,,
1986150,19,32.8,21.1,0,,,
1986151,20.3,30.6,20,3.3,,,
1986152,22.7,30.6,20.6,0,,,
1986153,24.4,31.7,22.2,0,,,
1986154,17.6,32.2,22.8,0,,,
1986155,21.9,32.2,21.7,4.6,,,
1986156,20.4,32.2,22.8,5.1,,,
1986157,20.4,31.7,23.3,0,,,
1986158,19.4,31.7,22.8,1,,,
1986159,12.7,31.7,22.8,3.6,,,
1986160,15.5,30.6,23.9,0,,,
1986161,24,31.7,22.8,9.7,,,
1986162,20.8,32.2,23.9,2,,,
1986163,25.9,32.8,23.9,0,,,
1986164,24.9,32.2,22.8,0,,,
1986165,25,32.8,21.1,0,,,
1986166,23.9,33.3,20.6,0,,,
1986167,20.7,33.3,20.6,0,,,
1986168,20.1,33.3,20.6,2.3,,,
1986169,27.4,32.2,19.4,0,,,
1986170,23.7,33.3,20,1,,,
1986171,24,32.8,21.1,2.3,,,
1986172,18.9,33.3,20.6,4.3,,,
1986173,19.6,32.8,21.7,0,,,
1986174,24.9,33.3,20.6,1.5,,,
1986175,24.6,33.9,21.7,0,,,
1986176,24,33.9,21.7,0,,,
1986177,18.6,34.4,21.7,0,,,
1986178,17.6,33.3,22.8,0,,,
1986179,15.1,33.3,23.9,0,,,
1986180,9.3,30.6,21.1,10.4,,,
1986181,22.3,27.2,22.8,17,,,
1986182,20.5,31.7,22.2,0,,,
1986183,18.6,32.8,22.8,30.7,,,
1986184,22,32.2,22.8,12.7,,,
1986185,26,32.8,22.2,0,,,
1986186,20.7,33.3,22.8,0,,,
1986187,23.6,33.9,22.2,0,,,
1986188,18.9,32.2,22.2,0,,,
1986189,23.1,32.2,21.7,0,,,
1986190,24.2,32.8,20.6,1,,,
1986191,20.5,32.8,22.8,0,,,
1986192,24,32.2,23.3,0,,,
1986193,24.6,31.7,22.2,11.4,,,
1986194,26.3,33.9,22.2,0,,,
1986195,25.3,33.3,21.1,0,,,
1986196,25.5,34.4,20.6,0,,,
1986197,21.6,34.4,23.3,0,,,
1986198,17.1,33.3,21.7,0,,,
1986199,23,32.8,23.9,0.5,,,
1986200,24.6,31.7,22.8,0,,,
1986201,24.5,35.6,21.7,0,,,
1986202,17.9,33.9,21.7,0,,,
1986203,23.9,35,21.1,2.5,,,
1986204,18,33.3,22.8,0,,,
1986205,22.2,29.4,22.2,7.6,,,
1986206,19,33.3,22.8,0,,,
1986207,18.7,33.3,22.8,3.8,,,
1986208,23.7,33.3,21.7,0,,,
1986209,24.9,34.4,23.9,0,,,
1986210,27.3,35.6,25,0,,,
1986211,26.9,36.7,24.4,0,,,
1986212,26.8,37.2,25,0,,,
1986213,27,36.7,24.4,0,,,
1986214,23,37.2,24.4,0,,,
1986215,26.3,33.9,20,0,,,
1986216,24.9,34.4,22.2,0,,,
1986217,15.2,34.4,21.1,0,,,
1986218,16.4,33.3,21.7,0,,,
1986219,16.2,31.1,21.7,25.4,,,
1986220,19.6,34.4,22.2,0,,,
1986221,19.3,33.3,21.7,0,,,
1986222,11.3,33.3,23.3,26.9,,,
1986223,6.5,31.7,21.7,18.5,,,
1986224,21.4,25.6,21.7,18.8,,,
1986225,23.1,32.8,21.7,0,,,
1986226,21.8,33.3,21.7,5.3,,,
1986227,15.6,32.8,22.2,0,,,
1986228,19,34.4,23.3,0,,,
1986229,21.8,35,23.9,8.6,,,
1986230,24.1,34.4,22.8,0,,,
1986231,23,33.9,22.8,0,,,
1986232,22.3,33.3,21.7,0,,,
1986233,16.1,32.8,20.6,0,,,
1986234,20.5,30.6,21.1,0,,,
1986235,21.6,30.6,21.7,0,,,
1986236,24.5,33.9,20,3.3,,,
1986237,24.4,33.9,20.6,0,,,
1986238,18.1,35,22.2,0,,,
1986239,17.6,35,21.7,0,,,
1986240,15.1,35,21.7,1.8,,,
1986241,21.4,28.9,18.9,4.3,,,
1986242,19.6,27.8,17.8,0,,,
1986243,20.9,27.8,17.8,0,,,
1986244,16.2,31.1,20,0,,,
1986245,15.2,30.6,21.7,0,,,
1986246,20.7,32.8,21.1,0,,,
1986247,21,34.4,20.6,0,,,
1986248,22.7,34.4,20.6,0,,,
1986249,16.7,33.9,21.1,0,,,
1986250,12.6,32.2,22.2,0,,,
1986251,22.1,29.4,18.9,0,,,
1986252,22,32.2,20,0,,,
1986253,20.6,33.9,20,0,,,
1986254,14.5,33.9,22.8,0,,,
1986255,17.8,31.7,23.3,0.5,,,
1986256,19.6,32.2,22.2,0,,,
1986257,22.3,32.2,20,0,,,
1986258,18.8,31.7,19.4,0,,,
1986259,18.9,32.2,20,0,,,
1986260,20.2,32.8,21.1,0,,,
1986261,16.5,33.3,21.1,0,,,
1986262,13.8,34.4,22.8,0,,,
1986263,12.6,28.3,22.8,25.4,,,
1986264,10.1,30.6,22.8,63.5,,,
1986265,12.6,31.7,22.8,0,,,
1986266,18.9,32.2,19.4,0,,,
1986267,16,28.9,21.1,0.3,,,
1986268,15.8,35.6,24.4,4.6,,,
1986269,17.8,35.6,24.4,2.8,,,
1986270,17.1,35.6,25,0,,,
1986271,18.9,33.9,23.3,10.7,,,
1986272,18.3,33.3,23.9,0,,,
1986273,15.4,33.3,24.4,0,,,
1986274,18.7,32.8,25,14.5,,,
1986275,17.1,32.8,23.3,0,,,
1986276,17.6,33.3,26.7,4.8,,,
1986277,18,33.3,21.7,0,,,
1986278,15.3,33.9,22.2,0,,,
1986279,9.8,32.2,22.2,0,,,
1986280,7.3,26.1,17.8,0.3,,,
1986281,2.6,23.9,17.8,0,,,
1986282,6.4,23.9,19.4,2.5,,,
1986283,9.7,27.8,21.1,3,,,
1986284,10.7,30.6,20,0,,,
1986285,3.2,28.3,19.4,0,,,
1986286,1.6,28.3,18.3,27.9,,,
1986287,15.4,27.8,18.9,0,,,
1986288,19.2,28.3,10,0,,,
1986289,19.2,28.3,9.4,0,,,
1986290,18.8,22.8,8.3,0,,,
1986291,18.7,23.3,8.3,0,,,
1986292,18.4,24.4,11.1,0,,,
1986293,17,25,11.7,0,,,
1986294,16,23.3,11.1,0,,,
1986295,11.9,23.9,11.7,0,,,
1986296,2,25,16.1,2.3,,,
1986297,3.8,23.3,18.9,23.6,,,
1986298,16.4,23.9,14.4,0.5,,,
1986299,15.3,22.8,9.4,0,,,
1986300,14,23.3,10,0,,,
1986301,16.1,23.3,10,0,,,
1986302,16.5,23.3,8.3,0,,,
1986303,16,23.9,8.3,0,,,
1986304,15.8,25,11.1,0,,,
1986305,12.7,28.9,17.2,0,,,
1986306,9.4,28.3,15.6,0,,,
1986307,13.5,26.7,15,0,,,
1986308,8.6,26.7,13.9,1,,,
1986309,8.3,25,18.3,81.3,,,
1986310,9.6,19.4,13.9,0,,,
1986311,9.8,20,15.6,11.2,,,
1986312,12.3,28.9,18.3,0,,,
1986313,11.9,30.6,20,0,,,
1986314,15.5,29.4,17.8,0,,,
1986315,5,30,15,0.5,,,
1986316,6,29.4,10.6,0,,,
1986317,11.3,15.6,7.2,0,,,
1986318,9.6,15.6,0.6,0,,,
1986319,11,10.6,1.1,0,,,
1986320,6.9,21.1,10.6,0,,,
1986321,7.3,26.7,16.1,0.3,,,
1986322,10,25.6,22.8,0,,,
1986323,5.8,29.4,16.7,0,,,
1986324,7.3,28.9,17.2,27.2,,,
1986325,14,23.9,9.4,0,,,
1986326,6.7,20.6,11.1,0,,,
1986327,8,23.9,13.9,8.6,,,
1986328,2.1,27.8,17.8,1.3,,,
1986329,3.4,23.3,17.8,78.7,,,
1986330,5.9,19.4,10,8.4,,,
1986331,2.8,14.4,9.4,0,,,
1986332,6.7,13.3,9.4,0,,,
1986333,9.3,18.3,10,5.1,,,
1986334,5,18.9,9.4,2.5,,,
1986335,7.3,20.6,10,0.5,,,
1986336,13.3,19.4,6.1,0,,,
1986337,14.6,19.4,2.8,0,,,
1986338,10.1,14.4,3.3,0,,,
1986339,14.1,15,3.9,0,,,
1986340,13.8,16.1,3.3,0,,,
1986341,5.6,20.6,5.6,0,,,
1986342,8.8,20,2.8,0,,,
1986343,4.2,23.3,16.7,0,,,
1986344,2,22.2,10,14.2,,,
1986345,3.8,10,2.8,22.1,,,
1986346,12.9,9.4,2.8,0.5,,,
1986347,11.4,11.7,2.8,0,,,
1986348,6.6,13.9,3.9,0,,,
1986349,1.7,15,5,8.9,,,
1986350,4,12.2,9.4,22.1,,,
1986351,5,15,12.2,1.3,,,
1986352,1.8,16.7,12.8,0,,,
1986353,5.4,12.8,8.3,17.5,,,
1986354,12.9,11.7,3.9,0,,,
1986355,3.4,15,5,0,,,
1986356,1.9,12.2,7.2,2.8,,,
1986357,2.9,11.7,6.1,42.2,,,
1986358,7.2,11.7,6.7,0.5,,,
1986359,12.5,10.6,4.4,0,,,
1986360,10.2,15,3.9,0,,,
1986361,9.3,16.7,3.9,0,,,
1986362,10.5,15.6,3.3,0,,,
1986363,11.8,11.7,0.6,0,,,
1986364,11.1,14.4,0,0,,,
1986365,4.6,13.3,3.9,0,,,
1987001,13.8,8.9,-2.8,0,,,
1987002,12.9,12.8,-0.6,0,,,
1987003,3.4,13.9,-0.6,0,,,
1987004,3.7,14.4,4.4,34,,,
1987005,12.9,6.7,2.2,0,,,
1987006,11.6,15,1.1,0,,,
1987007,7.9,17.8,2.2,0,,,
1987008,9.9,20.6,8.9,0,,,
1987009,6.6,16.7,3.3,0,,,
1987010,7.9,21.7,5.6,4.6,,,
1987011,11.4,9.4,0,0,,,
1987012,13.7,7.8,-3.9,0,,,
1987013,4.8,13.3,-2.8,0,,,
1987014,5.9,12.8,4.4,0,,,
1987015,4.8,12.8,5.6,0,,,
1987016,5.4,13.3,10,17.8,,,
1987017,2.6,15.6,11.1,10.4,,,
1987018,3.1,15.6,11.1,74.4,,,
1987019,14.6,18.9,1.7,17.8,,,
1987020,6.1,7.2,1.1,0,,,
1987021,2.7,6.7,2.2,2.3,,,
1987022,15.6,2.8,-0.6,35.1,,,
1987023,16.7,11.1,2.2,0,,,
1987024,5.7,11.7,3.9,0,,,
1987025,5.4,16.1,5.6,20.6,,,
1987026,14.6,9.4,0,0,,,
1987027,16.6,7.8,-3.3,0,,,
1987028,11.7,13.9,1.1,0,,,
1987029,14.7,20.6,6.1,0.3,,,
1987030,17.6,24.4,13.3,0,,,
1987031,15.7,20.6,1.1,0,,,
1987032,9.3,20,7.2,0,,,
1987033,12.1,20.6,9.4,12.4,,,
1987034,12.7,18.9,7.2,0,,,
1987035,5.9,21.1,7.8,0,,,
1987036,6,16.7,10.6,3.6,,,
1987037,4.3,13.9,9.4,16.5,,,
1987038,16.7,15.6,7.8,8.9,,,
1987039,18.4,17.2,2.2,0,,,
1987040,18.1,23.3,2.8,0,,,
1987041,16.7,13.9,-0.6,0,,,
1987042,16.2,16.7,0.6,0,,,
1987043,14.7,22.2,5.6,0,,,
1987044,15.1,23.9,8.9,0,,,
1987045,12.9,23.9,8.9,0,,,
1987046,10.2,23.3,9.4,0,,,
1987047,6.1,21.1,11.1,50.8,,,
1987048,5.2,13.3,7.2,2,,,
1987049,10.7,8.3,1.7,0,,,
1987050,8.6,4.4,2.8,0,,,
1987051,3.1,11.1,4.4,0,,,
1987052,3.8,9.4,7.2,15.2,,,
1987053,7.5,12.8,7.2,34.3,,,
1987054,14.5,11.1,3.3,0,,,
1987055,3.9,14.4,5,6.9,,,
1987056,4,11.1,6.7,19.6,,,
1987057,3,14.4,11.1,17.3,,,
1987058,4.8,21.7,14.4,11.4,,,
1987059,18.1,22.2,16.7,26.2,,,
1987060,17.9,21.1,9.4,0,,,
1987061,21,17.2,7.8,0,,,
1987062,20.9,19.4,6.1,0,,,
1987063,21,20,5,0,,,
1987064,20.7,21.7,3.9,0,,,
1987065,21.1,22.2,6.1,0,,,
1987066,4.9,22.2,6.7,4.1,,,
1987067,5.7,11.7,9.4,21.1,,,
1987068,20.7,13.3,5,2.5,,,
1987069,15.2,23.3,9.4,0,,,
1987070,6,16.7,4.4,1,,,
1987071,22.2,10,0,0.5,,,
1987072,23.1,15.6,2.2,0,,,
1987073,21.9,17.8,1.7,0,,,
1987074,10.3,19.4,2.2,0,,,
1987075,15.8,21.1,11.7,0,,,
1987076,4.2,24.4,15,0,,,
1987077,21.9,24.4,10,65.5,,,
1987078,21.7,24.4,8.9,0,,,
1987079,23.1,24.4,8.9,0,,,
1987080,23.1,26.1,9.4,0,,,
1987081,17.3,26.7,10,0,,,
1987082,10.3,27.8,12.8,0,,,
1987083,23,24.4,13.3,40.6,,,
1987084,22.6,23.9,11.7,0,,,
1987085,17.1,24.4,12.8,0,,,
1987086,22.1,23.9,11.7,0,,,
1987087,24,23.3,7.8,0,,,
1987088,11.3,27.2,14.4,0,,,
1987089,6.9,18.9,4.4,7.4,,,
1987090,23.2,5.6,-1.7,0,,,
1987091,21.7,12.8,1.7,0,,,
1987092,17.2,20,7.2,0,,,
1987093,20.8,21.7,1.7,5.8,,,
1987094,24.6,11.7,1.1,0,,,
1987095,18.4,15,0,0,,,
1987096,21.4,18.3,1.7,0,,,
1987097,23.1,20,7.2,0,,,
1987098,17.1,21.7,6.7,0,,,
1987099,24.6,22.8,6.7,0,,,
1987100,25.1,24.4,8.3,0,,,
1987101,18.1,25.6,11.7,0,,,
1987102,17.9,26.1,12.8,0,,,
1987103,16.8,28.9,16.1,0,,,
1987104,24,26.7,12.2,21.1,,,
1987105,26.3,23.9,11.7,0,,,
1987106,26.1,24.4,7.2,0,,,
1987107,27.1,28.3,7.8,0,,,
1987108,27.8,28.9,7.8,0,,,
1987109,27.7,32.2,11.7,0,,,
1987110,25.6,32.2,11.7,0,,,
1987111,26.4,32.2,12.2,0,,,
1987112,21.6,32.8,13.3,0,,,
1987113,26.5,27.8,12.8,0,,,
1987114,27.1,27.2,10.6,0,,,
1987115,26.1,25,13.9,0,,,
1987116,26.8,25.6,8.9,0,,,
1987117,27,28.9,11.1,0,,,
1987118,26.1,31.7,13.3,0,,,
1987119,25.2,31.7,12.2,0,,,
1987120,24.4,29.4,13.3,0,,,
1987121,26,31.7,13.3,0,,,
1987122,16.8,32.2,13.9,0,,,
1987123,5.1,28.3,18.9,0,,,
1987124,17.1,27.8,18.9,1.5,,,
1987125,19.7,29.4,18.3,25.4,,,
1987126,14.7,30,17.8,4.6,,,
1987127,10.6,27.2,17.8,0,,,
1987128,22,24.4,17.2,0,,,
1987129,17.7,27.8,17.2,1,,,
1987130,19.7,29.4,17.8,2.8,,,
1987131,25.8,29.4,17.8,8.1,,,
1987132,19.6,28.3,17.8,0,,,
1987133,14.7,29.4,17.8,5.1,,,
1987134,23.6,29.4,17.8,0,,,
1987135,27.5,29.4,18.3,0,,,
1987136,24,30.6,18.3,0,,,
1987137,21.8,28.9,20,0,,,
1987138,24.9,29.4,20.6,0,,,
1987139,24.3,31.1,17.8,0,,,
1987140,24.9,31.7,19.4,0,,,
1987141,24.1,31.7,19.4,0,,,
1987142,19.4,32.8,21.7,0,,,
1987143,23.6,32.8,23.3,0,,,
1987144,18.6,31.7,20.6,0,,,
1987145,10.8,30.6,20.6,0,,,
1987146,23.2,30.6,20,29.5,,,
1987147,20.4,30.6,21.1,0,,,
1987148,19,30,21.1,0,,,
1987149,12.6,30.6,20.6,0,,,
1987150,21.6,30.6,21.1,0,,,
1987151,21.8,31.1,20,0,,,
1987152,25.1,31.1,21.7,0,,,
1987153,24,31.7,22.8,0,,,
1987154,21,31.7,22.2,0,,,
1987155,22.4,32.2,22.8,0,,,
1987156,19.9,29.4,21.1,0,,,
1987157,23.7,31.1,19.4,0,,,
1987158,19.4,32.8,19.4,0,,,
1987159,18.9,31.7,20.6,1.8,,,
1987160,18.1,31.7,21.1,0,,,
1987161,13.9,31.7,21.1,0,,,
1987162,9.4,31.7,21.7,0.5,,,
1987163,13.6,30.6,23.3,0,,,
1987164,9.1,30,23.3,5.6,,,
1987165,19.9,28.3,21.1,161.3,,,
1987166,21.8,29.4,21.7,3,,,
1987167,23.3,31.1,21.7,3,,,
1987168,18.3,31.1,21.1,0,,,
1987169,11.1,30,22.2,2,,,
1987170,19.6,27.2,21.7,11.4,,,
1987171,23.9,31.1,22.2,9.1,,,
1987172,18.6,31.7,22.8,0,,,
1987173,23.8,31.7,21.7,19.1,,,
1987174,25.4,32.2,22.2,19.1,,,
1987175,22,33.9,22.8,0,,,
1987176,23.6,31.1,22.2,0,,,
1987177,26.7,32.2,22.2,0,,,
1987178,28,32.2,20.6,0,,,
1987179,29.1,31.7,19.4,0,,,
1987180,18.8,30.6,18.9,0,,,
1987181,11,30,20.6,0,,,
1987182,7.6,31.1,22.2,0,,,
1987183,22.5,31.1,21.7,12.2,,,
1987184,23.1,31.7,22.2,0,,,
1987185,23.8,32.8,21.1,2.8,,,
1987186,24.1,33.3,21.7,0,,,
1987187,13.9,33.9,22.2,10.4,,,
1987188,14.7,32.2,22.8,6.4,,,
1987189,15.6,27.8,23.3,2.8,,,
1987190,17.9,29.4,22.2,2.8,,,
1987191,25.6,31.7,22.2,0,,,
1987192,26.6,34.4,22.2,0,,,
1987193,25,33.9,22.2,0,,,
1987194,22,33.3,22.8,0,,,
1987195,19.7,33.3,22.8,5.1,,,
1987196,21.9,31.7,21.7,0,,,
1987197,20.5,31.1,21.1,0,,,
1987198,17,32.2,23.3,0,,,
1987199,22,32.2,23.3,0,,,
1987200,23.4,32.2,22.2,0,,,
1987201,24.1,31.7,21.7,39.4,,,
1987202,14.3,31.7,22.2,3,,,
1987203,16.6,27.2,23.3,0,,,
1987204,21.2,30,21.7,3,,,
1987205,26.2,31.7,21.1,0,,,
1987206,25.3,33.3,21.7,0,,,
1987207,24,33.3,22.2,0,,,
1987208,22.5,34.4,20.6,13.5,,,
1987209,23.3,32.8,21.1,2.5,,,
1987210,21.3,33.9,22.8,0,,,
1987211,23,32.8,22.8,0,,,
1987212,23.9,33.9,21.7,0,,,
1987213,23.7,33.9,22.8,0,,,
1987214,20.4,33.9,22.2,0,,,
1987215,22.9,34.4,24.4,0,,,
1987216,15.3,34.4,24.4,14.2,,,
1987217,19.3,31.1,23.3,0.5,,,
1987218,14.9,33.3,22.8,19.8,,,
1987219,19.6,30.6,23.3,7.4,,,
1987220,21.8,31.1,23.3,0,,,
1987221,10.8,31.7,23.9,0,,,
1987222,8.6,32.8,23.3,1.3,,,
1987223,14,32.8,23.3,33,,,
1987224,12.8,31.1,23.3,158,,,
1987225,16.2,30.6,23.3,10.2,,,
1987226,21.1,30.6,23.3,0,,,
1987227,22.2,32.2,22.2,0,,,
1987228,21,32.8,22.8,0,,,
1987229,22.1,33.3,22.2,2.5,,,
1987230,23.4,32.8,22.8,0,,,
